Alaeq_EIv0.2_0407450 Alaeq_EIv0.2_0407400
Alaeq_EIv0.2_0017010 Alaeq_EIv0.2_0016960
Alaeq_EIv0.2_0016960 Alaeq_EIv0.2_0016950
Alaeq_EIv0.2_0016960 Alaeq_EIv0.2_0016940
Alaeq_EIv0.2_0016950 Alaeq_EIv0.2_0016940
Alaeq_EIv0.2_0016940 Alaeq_EIv0.2_0016890
Alaeq_EIv0.2_0016790 Alaeq_EIv0.2_0016780
Alaeq_EIv0.2_0016600 Alaeq_EIv0.2_0016590
Alaeq_EIv0.2_0016570 Alaeq_EIv0.2_0016560
Alaeq_EIv0.2_0016460 Alaeq_EIv0.2_0016450
Alaeq_EIv0.2_0016400 Alaeq_EIv0.2_0016390
Alaeq_EIv0.2_0016240 Alaeq_EIv0.2_0016230
Alaeq_EIv0.2_0016160 Alaeq_EIv0.2_0016130
Alaeq_EIv0.2_0016110 Alaeq_EIv0.2_0016090
Alaeq_EIv0.2_0015940 Alaeq_EIv0.2_0015920
Alaeq_EIv0.2_0015730 Alaeq_EIv0.2_0015720
Alaeq_EIv0.2_0015580 Alaeq_EIv0.2_0015530
Alaeq_EIv0.2_0015450 Alaeq_EIv0.2_0015430
Alaeq_EIv0.2_0015440 Alaeq_EIv0.2_0015420
Alaeq_EIv0.2_0015410 Alaeq_EIv0.2_0015390
Alaeq_EIv0.2_0015370 Alaeq_EIv0.2_0015350
Alaeq_EIv0.2_0015350 Alaeq_EIv0.2_0015340
Alaeq_EIv0.2_0015350 Alaeq_EIv0.2_0015330
Alaeq_EIv0.2_0015340 Alaeq_EIv0.2_0015330
Alaeq_EIv0.2_0015310 Alaeq_EIv0.2_0015300
Alaeq_EIv0.2_0015280 Alaeq_EIv0.2_0015270
Alaeq_EIv0.2_0015280 Alaeq_EIv0.2_0015230
Alaeq_EIv0.2_0015270 Alaeq_EIv0.2_0015230
Alaeq_EIv0.2_0015230 Alaeq_EIv0.2_0015210
Alaeq_EIv0.2_0015220 Alaeq_EIv0.2_0015210
Alaeq_EIv0.2_0015220 Alaeq_EIv0.2_0015170
Alaeq_EIv0.2_0015210 Alaeq_EIv0.2_0015170
Alaeq_EIv0.2_0015170 Alaeq_EIv0.2_0015160
Alaeq_EIv0.2_0015170 Alaeq_EIv0.2_0015140
Alaeq_EIv0.2_0015160 Alaeq_EIv0.2_0015140
Alaeq_EIv0.2_0015140 Alaeq_EIv0.2_0015130
Alaeq_EIv0.2_0015140 Alaeq_EIv0.2_0015100
Alaeq_EIv0.2_0015130 Alaeq_EIv0.2_0015100
Alaeq_EIv0.2_0015100 Alaeq_EIv0.2_0015090
Alaeq_EIv0.2_0015100 Alaeq_EIv0.2_0015080
Alaeq_EIv0.2_0015090 Alaeq_EIv0.2_0015080
Alaeq_EIv0.2_0015090 Alaeq_EIv0.2_0015070
Alaeq_EIv0.2_0015080 Alaeq_EIv0.2_0015070
Alaeq_EIv0.2_0015070 Alaeq_EIv0.2_0015060
Alaeq_EIv0.2_0015030 Alaeq_EIv0.2_0015020
Alaeq_EIv0.2_0014970 Alaeq_EIv0.2_0014960
Alaeq_EIv0.2_0014940 Alaeq_EIv0.2_0014920
Alaeq_EIv0.2_0014760 Alaeq_EIv0.2_0014710
Alaeq_EIv0.2_0014730 Alaeq_EIv0.2_0014720
Alaeq_EIv0.2_0014730 Alaeq_EIv0.2_0014700
Alaeq_EIv0.2_0014720 Alaeq_EIv0.2_0014700
Alaeq_EIv0.2_0014700 Alaeq_EIv0.2_0014690
Alaeq_EIv0.2_0014700 Alaeq_EIv0.2_0014680
Alaeq_EIv0.2_0014690 Alaeq_EIv0.2_0014680
Alaeq_EIv0.2_0014600 Alaeq_EIv0.2_0014590
Alaeq_EIv0.2_0014500 Alaeq_EIv0.2_0014480
Alaeq_EIv0.2_0014480 Alaeq_EIv0.2_0014460
Alaeq_EIv0.2_0014340 Alaeq_EIv0.2_0014330
Alaeq_EIv0.2_0014020 Alaeq_EIv0.2_0014010
Alaeq_EIv0.2_0013880 Alaeq_EIv0.2_0013870
Alaeq_EIv0.2_0013800 Alaeq_EIv0.2_0013780
Alaeq_EIv0.2_0013790 Alaeq_EIv0.2_0013780
Alaeq_EIv0.2_0013770 Alaeq_EIv0.2_0013760
Alaeq_EIv0.2_0013710 Alaeq_EIv0.2_0013700
Alaeq_EIv0.2_0013630 Alaeq_EIv0.2_0013620
Alaeq_EIv0.2_0013590 Alaeq_EIv0.2_0013580
Alaeq_EIv0.2_0013560 Alaeq_EIv0.2_0013550
Alaeq_EIv0.2_0013450 Alaeq_EIv0.2_0013430
Alaeq_EIv0.2_0013460 Alaeq_EIv0.2_0013440
Alaeq_EIv0.2_0013360 Alaeq_EIv0.2_0013350
Alaeq_EIv0.2_0013280 Alaeq_EIv0.2_0013270
Alaeq_EIv0.2_0013280 Alaeq_EIv0.2_0013260
Alaeq_EIv0.2_0013270 Alaeq_EIv0.2_0013260
Alaeq_EIv0.2_0013230 Alaeq_EIv0.2_0013220
Alaeq_EIv0.2_0013200 Alaeq_EIv0.2_0013150
Alaeq_EIv0.2_0013180 Alaeq_EIv0.2_0013150
Alaeq_EIv0.2_0013140 Alaeq_EIv0.2_0013130
Alaeq_EIv0.2_0013030 Alaeq_EIv0.2_0013020
Alaeq_EIv0.2_0013030 Alaeq_EIv0.2_0012990
Alaeq_EIv0.2_0013020 Alaeq_EIv0.2_0012990
Alaeq_EIv0.2_0013000 Alaeq_EIv0.2_0012980
Alaeq_EIv0.2_0012990 Alaeq_EIv0.2_0012970
Alaeq_EIv0.2_0012950 Alaeq_EIv0.2_0012940
Alaeq_EIv0.2_0012900 Alaeq_EIv0.2_0012880
Alaeq_EIv0.2_0012580 Alaeq_EIv0.2_0012570
Alaeq_EIv0.2_0012500 Alaeq_EIv0.2_0012450
Alaeq_EIv0.2_0012480 Alaeq_EIv0.2_0012450
Alaeq_EIv0.2_0012390 Alaeq_EIv0.2_0012380
Alaeq_EIv0.2_0012230 Alaeq_EIv0.2_0012210
Alaeq_EIv0.2_0012140 Alaeq_EIv0.2_0012130
Alaeq_EIv0.2_0012140 Alaeq_EIv0.2_0012110
Alaeq_EIv0.2_0012130 Alaeq_EIv0.2_0012110
Alaeq_EIv0.2_0012110 Alaeq_EIv0.2_0012080
Alaeq_EIv0.2_0012050 Alaeq_EIv0.2_0012040
Alaeq_EIv0.2_0012050 Alaeq_EIv0.2_0012020
Alaeq_EIv0.2_0012040 Alaeq_EIv0.2_0012020
Alaeq_EIv0.2_0012020 Alaeq_EIv0.2_0011970
Alaeq_EIv0.2_0012010 Alaeq_EIv0.2_0012000
Alaeq_EIv0.2_0012010 Alaeq_EIv0.2_0011990
Alaeq_EIv0.2_0012000 Alaeq_EIv0.2_0011990
Alaeq_EIv0.2_0012000 Alaeq_EIv0.2_0011980
Alaeq_EIv0.2_0011970 Alaeq_EIv0.2_0011960
Alaeq_EIv0.2_0011880 Alaeq_EIv0.2_0011860
Alaeq_EIv0.2_0011880 Alaeq_EIv0.2_0011850
Alaeq_EIv0.2_0011860 Alaeq_EIv0.2_0011850
Alaeq_EIv0.2_0011860 Alaeq_EIv0.2_0011820
Alaeq_EIv0.2_0011850 Alaeq_EIv0.2_0011820
Alaeq_EIv0.2_0011670 Alaeq_EIv0.2_0011660
Alaeq_EIv0.2_0011620 Alaeq_EIv0.2_0011600
Alaeq_EIv0.2_0011350 Alaeq_EIv0.2_0011330
Alaeq_EIv0.2_0011230 Alaeq_EIv0.2_0011210
Alaeq_EIv0.2_0011220 Alaeq_EIv0.2_0011200
Alaeq_EIv0.2_0011210 Alaeq_EIv0.2_0011190
Alaeq_EIv0.2_0011120 Alaeq_EIv0.2_0011100
Alaeq_EIv0.2_0011100 Alaeq_EIv0.2_0011080
Alaeq_EIv0.2_0011000 Alaeq_EIv0.2_0010990
Alaeq_EIv0.2_0011000 Alaeq_EIv0.2_0010980
Alaeq_EIv0.2_0010990 Alaeq_EIv0.2_0010980
Alaeq_EIv0.2_0010990 Alaeq_EIv0.2_0010970
Alaeq_EIv0.2_0010980 Alaeq_EIv0.2_0010970
Alaeq_EIv0.2_0010980 Alaeq_EIv0.2_0010960
Alaeq_EIv0.2_0010970 Alaeq_EIv0.2_0010960
Alaeq_EIv0.2_0010970 Alaeq_EIv0.2_0010950
Alaeq_EIv0.2_0010960 Alaeq_EIv0.2_0010950
Alaeq_EIv0.2_0010740 Alaeq_EIv0.2_0010730
Alaeq_EIv0.2_0010720 Alaeq_EIv0.2_0010710
Alaeq_EIv0.2_0010720 Alaeq_EIv0.2_0010700
Alaeq_EIv0.2_0010710 Alaeq_EIv0.2_0010700
Alaeq_EIv0.2_0010710 Alaeq_EIv0.2_0010680
Alaeq_EIv0.2_0010700 Alaeq_EIv0.2_0010680
Alaeq_EIv0.2_0010680 Alaeq_EIv0.2_0010670
Alaeq_EIv0.2_0010550 Alaeq_EIv0.2_0010520
Alaeq_EIv0.2_0010380 Alaeq_EIv0.2_0010370
Alaeq_EIv0.2_0010380 Alaeq_EIv0.2_0010360
Alaeq_EIv0.2_0010370 Alaeq_EIv0.2_0010360
Alaeq_EIv0.2_0010370 Alaeq_EIv0.2_0010350
Alaeq_EIv0.2_0010360 Alaeq_EIv0.2_0010350
Alaeq_EIv0.2_0010340 Alaeq_EIv0.2_0010330
Alaeq_EIv0.2_0010310 Alaeq_EIv0.2_0010280
Alaeq_EIv0.2_0010280 Alaeq_EIv0.2_0010270
Alaeq_EIv0.2_0010280 Alaeq_EIv0.2_0010260
Alaeq_EIv0.2_0010270 Alaeq_EIv0.2_0010260
Alaeq_EIv0.2_0010270 Alaeq_EIv0.2_0010250
Alaeq_EIv0.2_0010260 Alaeq_EIv0.2_0010250
Alaeq_EIv0.2_0010230 Alaeq_EIv0.2_0010180
Alaeq_EIv0.2_0010180 Alaeq_EIv0.2_0010170
Alaeq_EIv0.2_0009950 Alaeq_EIv0.2_0009920
Alaeq_EIv0.2_0009870 Alaeq_EIv0.2_0009860
Alaeq_EIv0.2_0009870 Alaeq_EIv0.2_0009850
Alaeq_EIv0.2_0009860 Alaeq_EIv0.2_0009850
Alaeq_EIv0.2_0009860 Alaeq_EIv0.2_0009830
Alaeq_EIv0.2_0009850 Alaeq_EIv0.2_0009830
Alaeq_EIv0.2_0009810 Alaeq_EIv0.2_0009780
Alaeq_EIv0.2_0009700 Alaeq_EIv0.2_0009680
Alaeq_EIv0.2_0009680 Alaeq_EIv0.2_0009670
Alaeq_EIv0.2_0009650 Alaeq_EIv0.2_0009630
Alaeq_EIv0.2_0009630 Alaeq_EIv0.2_0009620
Alaeq_EIv0.2_0009570 Alaeq_EIv0.2_0009560
Alaeq_EIv0.2_0009570 Alaeq_EIv0.2_0009550
Alaeq_EIv0.2_0009560 Alaeq_EIv0.2_0009550
Alaeq_EIv0.2_0009560 Alaeq_EIv0.2_0009540
Alaeq_EIv0.2_0009550 Alaeq_EIv0.2_0009540
Alaeq_EIv0.2_0009520 Alaeq_EIv0.2_0009510
Alaeq_EIv0.2_0009450 Alaeq_EIv0.2_0009440
Alaeq_EIv0.2_0009340 Alaeq_EIv0.2_0009330
Alaeq_EIv0.2_0009340 Alaeq_EIv0.2_0009320
Alaeq_EIv0.2_0009330 Alaeq_EIv0.2_0009320
Alaeq_EIv0.2_0009330 Alaeq_EIv0.2_0009310
Alaeq_EIv0.2_0009320 Alaeq_EIv0.2_0009310
Alaeq_EIv0.2_0009200 Alaeq_EIv0.2_0009190
Alaeq_EIv0.2_0009120 Alaeq_EIv0.2_0009100
Alaeq_EIv0.2_0009100 Alaeq_EIv0.2_0009080
Alaeq_EIv0.2_0009090 Alaeq_EIv0.2_0009080
Alaeq_EIv0.2_0009090 Alaeq_EIv0.2_0009070
Alaeq_EIv0.2_0009080 Alaeq_EIv0.2_0009070
Alaeq_EIv0.2_0009080 Alaeq_EIv0.2_0009060
Alaeq_EIv0.2_0009070 Alaeq_EIv0.2_0009060
Alaeq_EIv0.2_0009070 Alaeq_EIv0.2_0009050
Alaeq_EIv0.2_0009060 Alaeq_EIv0.2_0009050
Alaeq_EIv0.2_0008710 Alaeq_EIv0.2_0008660
Alaeq_EIv0.2_0008600 Alaeq_EIv0.2_0008590
Alaeq_EIv0.2_0008600 Alaeq_EIv0.2_0008560
Alaeq_EIv0.2_0008590 Alaeq_EIv0.2_0008560
Alaeq_EIv0.2_0008580 Alaeq_EIv0.2_0008550
Alaeq_EIv0.2_0008570 Alaeq_EIv0.2_0008540
Alaeq_EIv0.2_0008560 Alaeq_EIv0.2_0008530
Alaeq_EIv0.2_0008550 Alaeq_EIv0.2_0008520
Alaeq_EIv0.2_0008540 Alaeq_EIv0.2_0008510
Alaeq_EIv0.2_0008520 Alaeq_EIv0.2_0008500
Alaeq_EIv0.2_0008500 Alaeq_EIv0.2_0008490
Alaeq_EIv0.2_0008500 Alaeq_EIv0.2_0008480
Alaeq_EIv0.2_0008490 Alaeq_EIv0.2_0008480
Alaeq_EIv0.2_0008450 Alaeq_EIv0.2_0008410
Alaeq_EIv0.2_0008440 Alaeq_EIv0.2_0008430
Alaeq_EIv0.2_0008330 Alaeq_EIv0.2_0008320
Alaeq_EIv0.2_0008330 Alaeq_EIv0.2_0008310
Alaeq_EIv0.2_0008320 Alaeq_EIv0.2_0008310
Alaeq_EIv0.2_0008320 Alaeq_EIv0.2_0008300
Alaeq_EIv0.2_0008310 Alaeq_EIv0.2_0008300
Alaeq_EIv0.2_0008310 Alaeq_EIv0.2_0008290
Alaeq_EIv0.2_0008300 Alaeq_EIv0.2_0008290
Alaeq_EIv0.2_0008160 Alaeq_EIv0.2_0008150
Alaeq_EIv0.2_0008160 Alaeq_EIv0.2_0008140
Alaeq_EIv0.2_0008150 Alaeq_EIv0.2_0008140
Alaeq_EIv0.2_0008100 Alaeq_EIv0.2_0008080
Alaeq_EIv0.2_0008050 Alaeq_EIv0.2_0008030
Alaeq_EIv0.2_0007800 Alaeq_EIv0.2_0007790
Alaeq_EIv0.2_0007800 Alaeq_EIv0.2_0007780
Alaeq_EIv0.2_0007790 Alaeq_EIv0.2_0007780
Alaeq_EIv0.2_0007790 Alaeq_EIv0.2_0007760
Alaeq_EIv0.2_0007780 Alaeq_EIv0.2_0007760
Alaeq_EIv0.2_0007760 Alaeq_EIv0.2_0007750
Alaeq_EIv0.2_0007680 Alaeq_EIv0.2_0007670
Alaeq_EIv0.2_0007680 Alaeq_EIv0.2_0007660
Alaeq_EIv0.2_0007670 Alaeq_EIv0.2_0007660
Alaeq_EIv0.2_0007670 Alaeq_EIv0.2_0007640
Alaeq_EIv0.2_0007660 Alaeq_EIv0.2_0007640
Alaeq_EIv0.2_0007640 Alaeq_EIv0.2_0007610
Alaeq_EIv0.2_0007630 Alaeq_EIv0.2_0007600
Alaeq_EIv0.2_0007620 Alaeq_EIv0.2_0007600
Alaeq_EIv0.2_0007600 Alaeq_EIv0.2_0007580
Alaeq_EIv0.2_0007590 Alaeq_EIv0.2_0007570
Alaeq_EIv0.2_0007580 Alaeq_EIv0.2_0007560
Alaeq_EIv0.2_0007560 Alaeq_EIv0.2_0007540
Alaeq_EIv0.2_0007510 Alaeq_EIv0.2_0007490
Alaeq_EIv0.2_0007500 Alaeq_EIv0.2_0007490
Alaeq_EIv0.2_0007500 Alaeq_EIv0.2_0007460
Alaeq_EIv0.2_0007490 Alaeq_EIv0.2_0007460
Alaeq_EIv0.2_0007390 Alaeq_EIv0.2_0007370
Alaeq_EIv0.2_0007330 Alaeq_EIv0.2_0007320
Alaeq_EIv0.2_0007230 Alaeq_EIv0.2_0007210
Alaeq_EIv0.2_0007040 Alaeq_EIv0.2_0007020
Alaeq_EIv0.2_0007030 Alaeq_EIv0.2_0007010
Alaeq_EIv0.2_0007010 Alaeq_EIv0.2_0007000
Alaeq_EIv0.2_0006980 Alaeq_EIv0.2_0006970
Alaeq_EIv0.2_0006860 Alaeq_EIv0.2_0006820
Alaeq_EIv0.2_0006720 Alaeq_EIv0.2_0006700
Alaeq_EIv0.2_0006630 Alaeq_EIv0.2_0006620
Alaeq_EIv0.2_0006390 Alaeq_EIv0.2_0006380
Alaeq_EIv0.2_0006280 Alaeq_EIv0.2_0006260
Alaeq_EIv0.2_0006230 Alaeq_EIv0.2_0006210
Alaeq_EIv0.2_0006210 Alaeq_EIv0.2_0006200
Alaeq_EIv0.2_0006180 Alaeq_EIv0.2_0006130
Alaeq_EIv0.2_0006130 Alaeq_EIv0.2_0006120
Alaeq_EIv0.2_0006110 Alaeq_EIv0.2_0006090
Alaeq_EIv0.2_0006090 Alaeq_EIv0.2_0006060
Alaeq_EIv0.2_0006060 Alaeq_EIv0.2_0006050
Alaeq_EIv0.2_0006060 Alaeq_EIv0.2_0006040
Alaeq_EIv0.2_0006050 Alaeq_EIv0.2_0006040
Alaeq_EIv0.2_0005990 Alaeq_EIv0.2_0005940
Alaeq_EIv0.2_0005950 Alaeq_EIv0.2_0005930
Alaeq_EIv0.2_0005930 Alaeq_EIv0.2_0005910
Alaeq_EIv0.2_0005910 Alaeq_EIv0.2_0005900
Alaeq_EIv0.2_0005910 Alaeq_EIv0.2_0005880
Alaeq_EIv0.2_0005900 Alaeq_EIv0.2_0005880
Alaeq_EIv0.2_0005880 Alaeq_EIv0.2_0005870
Alaeq_EIv0.2_0005880 Alaeq_EIv0.2_0005850
Alaeq_EIv0.2_0005870 Alaeq_EIv0.2_0005850
Alaeq_EIv0.2_0005750 Alaeq_EIv0.2_0005730
Alaeq_EIv0.2_0005740 Alaeq_EIv0.2_0005720
Alaeq_EIv0.2_0005730 Alaeq_EIv0.2_0005700
Alaeq_EIv0.2_0005720 Alaeq_EIv0.2_0005690
Alaeq_EIv0.2_0005710 Alaeq_EIv0.2_0005680
Alaeq_EIv0.2_0005700 Alaeq_EIv0.2_0005670
Alaeq_EIv0.2_0005690 Alaeq_EIv0.2_0005660
Alaeq_EIv0.2_0005610 Alaeq_EIv0.2_0005580
Alaeq_EIv0.2_0005540 Alaeq_EIv0.2_0005530
Alaeq_EIv0.2_0005190 Alaeq_EIv0.2_0005180
Alaeq_EIv0.2_0005150 Alaeq_EIv0.2_0005140
Alaeq_EIv0.2_0005150 Alaeq_EIv0.2_0005120
Alaeq_EIv0.2_0005140 Alaeq_EIv0.2_0005120
Alaeq_EIv0.2_0005010 Alaeq_EIv0.2_0005000
Alaeq_EIv0.2_0005010 Alaeq_EIv0.2_0004970
Alaeq_EIv0.2_0005000 Alaeq_EIv0.2_0004970
Alaeq_EIv0.2_0004980 Alaeq_EIv0.2_0004960
Alaeq_EIv0.2_0004910 Alaeq_EIv0.2_0004860
Alaeq_EIv0.2_0004880 Alaeq_EIv0.2_0004870
Alaeq_EIv0.2_0004860 Alaeq_EIv0.2_0004840
Alaeq_EIv0.2_0004840 Alaeq_EIv0.2_0004790
Alaeq_EIv0.2_0004790 Alaeq_EIv0.2_0004780
Alaeq_EIv0.2_0004790 Alaeq_EIv0.2_0004760
Alaeq_EIv0.2_0004780 Alaeq_EIv0.2_0004760
Alaeq_EIv0.2_0004700 Alaeq_EIv0.2_0004690
Alaeq_EIv0.2_0004700 Alaeq_EIv0.2_0004680
Alaeq_EIv0.2_0004690 Alaeq_EIv0.2_0004680
Alaeq_EIv0.2_0004690 Alaeq_EIv0.2_0004670
Alaeq_EIv0.2_0004680 Alaeq_EIv0.2_0004670
Alaeq_EIv0.2_0004680 Alaeq_EIv0.2_0004660
Alaeq_EIv0.2_0004670 Alaeq_EIv0.2_0004660
Alaeq_EIv0.2_0004670 Alaeq_EIv0.2_0004650
Alaeq_EIv0.2_0004660 Alaeq_EIv0.2_0004650
Alaeq_EIv0.2_0004660 Alaeq_EIv0.2_0004630
Alaeq_EIv0.2_0004650 Alaeq_EIv0.2_0004630
Alaeq_EIv0.2_0004650 Alaeq_EIv0.2_0004620
Alaeq_EIv0.2_0004630 Alaeq_EIv0.2_0004620
Alaeq_EIv0.2_0004630 Alaeq_EIv0.2_0004610
Alaeq_EIv0.2_0004620 Alaeq_EIv0.2_0004610
Alaeq_EIv0.2_0004620 Alaeq_EIv0.2_0004590
Alaeq_EIv0.2_0004610 Alaeq_EIv0.2_0004590
Alaeq_EIv0.2_0004560 Alaeq_EIv0.2_0004520
Alaeq_EIv0.2_0004520 Alaeq_EIv0.2_0004500
Alaeq_EIv0.2_0004430 Alaeq_EIv0.2_0004410
Alaeq_EIv0.2_0004410 Alaeq_EIv0.2_0004400
Alaeq_EIv0.2_0004410 Alaeq_EIv0.2_0004390
Alaeq_EIv0.2_0004400 Alaeq_EIv0.2_0004390
Alaeq_EIv0.2_0004340 Alaeq_EIv0.2_0004330
Alaeq_EIv0.2_0004340 Alaeq_EIv0.2_0004320
Alaeq_EIv0.2_0004330 Alaeq_EIv0.2_0004320
Alaeq_EIv0.2_0004330 Alaeq_EIv0.2_0004310
Alaeq_EIv0.2_0004320 Alaeq_EIv0.2_0004310
Alaeq_EIv0.2_0004320 Alaeq_EIv0.2_0004290
Alaeq_EIv0.2_0004310 Alaeq_EIv0.2_0004290
Alaeq_EIv0.2_0004290 Alaeq_EIv0.2_0004280
Alaeq_EIv0.2_0004010 Alaeq_EIv0.2_0004000
Alaeq_EIv0.2_0003940 Alaeq_EIv0.2_0003920
Alaeq_EIv0.2_0003920 Alaeq_EIv0.2_0003910
Alaeq_EIv0.2_0003900 Alaeq_EIv0.2_0003850
Alaeq_EIv0.2_0003890 Alaeq_EIv0.2_0003840
Alaeq_EIv0.2_0003850 Alaeq_EIv0.2_0003830
Alaeq_EIv0.2_0003810 Alaeq_EIv0.2_0003790
Alaeq_EIv0.2_0003800 Alaeq_EIv0.2_0003790
Alaeq_EIv0.2_0003780 Alaeq_EIv0.2_0003770
Alaeq_EIv0.2_0003730 Alaeq_EIv0.2_0003720
Alaeq_EIv0.2_0003730 Alaeq_EIv0.2_0003710
Alaeq_EIv0.2_0003720 Alaeq_EIv0.2_0003710
Alaeq_EIv0.2_0003690 Alaeq_EIv0.2_0003670
Alaeq_EIv0.2_0003570 Alaeq_EIv0.2_0003550
Alaeq_EIv0.2_0003500 Alaeq_EIv0.2_0003490
Alaeq_EIv0.2_0003480 Alaeq_EIv0.2_0003450
Alaeq_EIv0.2_0003440 Alaeq_EIv0.2_0003410
Alaeq_EIv0.2_0003240 Alaeq_EIv0.2_0003220
Alaeq_EIv0.2_0003220 Alaeq_EIv0.2_0003210
Alaeq_EIv0.2_0003220 Alaeq_EIv0.2_0003190
Alaeq_EIv0.2_0003210 Alaeq_EIv0.2_0003190
Alaeq_EIv0.2_0003190 Alaeq_EIv0.2_0003180
Alaeq_EIv0.2_0003190 Alaeq_EIv0.2_0003160
Alaeq_EIv0.2_0003180 Alaeq_EIv0.2_0003160
Alaeq_EIv0.2_0003160 Alaeq_EIv0.2_0003110
Alaeq_EIv0.2_0003140 Alaeq_EIv0.2_0003080
Alaeq_EIv0.2_0003110 Alaeq_EIv0.2_0003080
Alaeq_EIv0.2_0003080 Alaeq_EIv0.2_0003070
Alaeq_EIv0.2_0003060 Alaeq_EIv0.2_0003050
Alaeq_EIv0.2_0003060 Alaeq_EIv0.2_0003040
Alaeq_EIv0.2_0003050 Alaeq_EIv0.2_0003040
Alaeq_EIv0.2_0002920 Alaeq_EIv0.2_0002910
Alaeq_EIv0.2_0002900 Alaeq_EIv0.2_0002870
Alaeq_EIv0.2_0002750 Alaeq_EIv0.2_0002720
Alaeq_EIv0.2_0002720 Alaeq_EIv0.2_0002700
Alaeq_EIv0.2_0002710 Alaeq_EIv0.2_0002690
Alaeq_EIv0.2_0002700 Alaeq_EIv0.2_0002660
Alaeq_EIv0.2_0002620 Alaeq_EIv0.2_0002610
Alaeq_EIv0.2_0002620 Alaeq_EIv0.2_0002580
Alaeq_EIv0.2_0002610 Alaeq_EIv0.2_0002600
Alaeq_EIv0.2_0002610 Alaeq_EIv0.2_0002580
Alaeq_EIv0.2_0002600 Alaeq_EIv0.2_0002580
Alaeq_EIv0.2_0002580 Alaeq_EIv0.2_0002560
Alaeq_EIv0.2_0002510 Alaeq_EIv0.2_0002490
Alaeq_EIv0.2_0002440 Alaeq_EIv0.2_0002430
Alaeq_EIv0.2_0002340 Alaeq_EIv0.2_0002300
Alaeq_EIv0.2_0002310 Alaeq_EIv0.2_0002270
Alaeq_EIv0.2_0002270 Alaeq_EIv0.2_0002260
Alaeq_EIv0.2_0002270 Alaeq_EIv0.2_0002250
Alaeq_EIv0.2_0002260 Alaeq_EIv0.2_0002250
Alaeq_EIv0.2_0002240 Alaeq_EIv0.2_0002190
Alaeq_EIv0.2_0002160 Alaeq_EIv0.2_0002140
Alaeq_EIv0.2_0002160 Alaeq_EIv0.2_0002130
Alaeq_EIv0.2_0002140 Alaeq_EIv0.2_0002130
Alaeq_EIv0.2_0002140 Alaeq_EIv0.2_0002110
Alaeq_EIv0.2_0002130 Alaeq_EIv0.2_0002110
Alaeq_EIv0.2_0002130 Alaeq_EIv0.2_0002100
Alaeq_EIv0.2_0002110 Alaeq_EIv0.2_0002100
Alaeq_EIv0.2_0002110 Alaeq_EIv0.2_0002090
Alaeq_EIv0.2_0002100 Alaeq_EIv0.2_0002090
Alaeq_EIv0.2_0002080 Alaeq_EIv0.2_0002060
Alaeq_EIv0.2_0002050 Alaeq_EIv0.2_0002020
Alaeq_EIv0.2_0002010 Alaeq_EIv0.2_0001980
Alaeq_EIv0.2_0001860 Alaeq_EIv0.2_0001840
Alaeq_EIv0.2_0001870 Alaeq_EIv0.2_0001850
Alaeq_EIv0.2_0001820 Alaeq_EIv0.2_0001810
Alaeq_EIv0.2_0001820 Alaeq_EIv0.2_0001790
Alaeq_EIv0.2_0001810 Alaeq_EIv0.2_0001790
Alaeq_EIv0.2_0001660 Alaeq_EIv0.2_0001650
Alaeq_EIv0.2_0001620 Alaeq_EIv0.2_0001610
Alaeq_EIv0.2_0001530 Alaeq_EIv0.2_0001520
Alaeq_EIv0.2_0001520 Alaeq_EIv0.2_0001510
Alaeq_EIv0.2_0001470 Alaeq_EIv0.2_0001460
Alaeq_EIv0.2_0001440 Alaeq_EIv0.2_0001430
Alaeq_EIv0.2_0001410 Alaeq_EIv0.2_0001380
Alaeq_EIv0.2_0001400 Alaeq_EIv0.2_0001390
Alaeq_EIv0.2_0001400 Alaeq_EIv0.2_0001380
Alaeq_EIv0.2_0001390 Alaeq_EIv0.2_0001380
Alaeq_EIv0.2_0001390 Alaeq_EIv0.2_0001370
Alaeq_EIv0.2_0001380 Alaeq_EIv0.2_0001370
Alaeq_EIv0.2_0001290 Alaeq_EIv0.2_0001280
Alaeq_EIv0.2_0001210 Alaeq_EIv0.2_0001180
Alaeq_EIv0.2_0001200 Alaeq_EIv0.2_0001170
Alaeq_EIv0.2_0001020 Alaeq_EIv0.2_0001010
Alaeq_EIv0.2_0001000 Alaeq_EIv0.2_0000980
Alaeq_EIv0.2_0000720 Alaeq_EIv0.2_0000710
Alaeq_EIv0.2_0000720 Alaeq_EIv0.2_0000700
Alaeq_EIv0.2_0000710 Alaeq_EIv0.2_0000700
Alaeq_EIv0.2_0000560 Alaeq_EIv0.2_0000550
Alaeq_EIv0.2_0000560 Alaeq_EIv0.2_0000510
Alaeq_EIv0.2_0000550 Alaeq_EIv0.2_0000510
Alaeq_EIv0.2_0000540 Alaeq_EIv0.2_0000520
Alaeq_EIv0.2_0000300 Alaeq_EIv0.2_0000290
Alaeq_EIv0.2_0000300 Alaeq_EIv0.2_0000280
Alaeq_EIv0.2_0000290 Alaeq_EIv0.2_0000280
Alaeq_EIv0.2_0000240 Alaeq_EIv0.2_0000220
Alaeq_EIv0.2_0000190 Alaeq_EIv0.2_0000160
Alaeq_EIv0.2_0000120 Alaeq_EIv0.2_0000100
